Institution,order,metrics,id_downloaded,link,type,name,uri,countryCode,region,sector,id,country,book_downloaded_2012,book_downloaded_2013,book_downloaded_2014,book_downloaded_2015,book_downloaded_2016,patent_downloaded_2012,patent_downloaded_2013,patent_downloaded_2014,patent_downloaded_2015,patent_downloaded_2016
Klinikum Bogenhausen,3220,1.0,1.0,https://api.elsevier.com/metrics/institution/704582,application/json,Klinikum Bogenhausen,Institution/704582,deu,EUR,medical,704582.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
China Institute of Atomic Energy,3221,1.0,1.0,https://api.elsevier.com/metrics/institution/203030,application/json,China Institute of Atomic Energy,Institution/203030,chn,APAC,government,203030.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Robert Gordon University,3222,1.0,1.0,https://api.elsevier.com/metrics/institution/315049,application/json,Robert Gordon University,Institution/315049,gbr,EUR,academic,315049.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
Asian Institute of Technology,3223,1.0,1.0,https://api.elsevier.com/metrics/institution/216001,application/json,Asian Institute of Technology,Institution/216001,tha,APAC,academic,216001.0,Thailand,1.0,1.0,1.0,1.0,1.0,,,,,
Royal Hospital for Sick Children Glasgow,3224,1.0,1.0,https://api.elsevier.com/metrics/institution/315191,application/json,Royal Hospital for Sick Children Glasgow,Institution/315191,gbr,EUR,medical,315191.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
Universidad Autonoma del Estado de Morelos,3225,1.0,1.0,https://api.elsevier.com/metrics/institution/505016,application/json,Universidad Autonoma del Estado de Morelos,Institution/505016,mex,NAM,academic,505016.0,Mexico,1.0,1.0,1.0,1.0,1.0,,,,,
International Islamic University Islamabad,3226,1.0,1.0,https://api.elsevier.com/metrics/institution/704910,application/json,International Islamic University Islamabad,Institution/704910,pak,APAC,academic,704910.0,Pakistan,1.0,1.0,1.0,1.0,1.0,,,,,
Agricultural Research Council,3227,1.0,1.0,https://api.elsevier.com/metrics/institution/115028,application/json,Agricultural Research Council,Institution/115028,zaf,AFR,government,115028.0,South Africa,1.0,1.0,1.0,1.0,1.0,,,,,
"Ministry of Health, Indonesia",3228,1.0,1.0,https://api.elsevier.com/metrics/institution/704461,application/json,"Ministry of Health, Indonesia",Institution/704461,idn,APAC,government,704461.0,Indonesia,1.0,1.0,1.0,1.0,1.0,,,,,
"Kalinga Institute of Industrial Technology, Bhubaneswar",3229,1.0,1.0,https://api.elsevier.com/metrics/institution/705563,application/json,"Kalinga Institute of Industrial Technology, Bhubaneswar",Institution/705563,ind,APAC,academic,705563.0,India,1.0,1.0,1.0,1.0,1.0,,,,,
Naresuan University,3230,1.0,1.0,https://api.elsevier.com/metrics/institution/216015,application/json,Naresuan University,Institution/216015,tha,APAC,academic,216015.0,Thailand,1.0,1.0,1.0,1.0,1.0,,,,,
Greenlane Clinical Centre,3231,1.0,1.0,https://api.elsevier.com/metrics/institution/704507,application/json,Greenlane Clinical Centre,Institution/704507,nzl,APAC,medical,704507.0,New Zealand,1.0,1.0,1.0,1.0,1.0,,,,,
Space Science Institute,3232,1.0,1.0,https://api.elsevier.com/metrics/institution/508693,application/json,Space Science Institute,Institution/508693,usa,NAM,other,508693.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
University of Madeira,3233,1.0,1.0,https://api.elsevier.com/metrics/institution/328027,application/json,University of Madeira,Institution/328027,prt,EUR,academic,328027.0,Portugal,1.0,1.0,1.0,1.0,1.0,,,,,
LCC Laboratoire de Chimie de Coordination,3234,1.0,1.0,https://api.elsevier.com/metrics/institution/314282,application/json,LCC Laboratoire de Chimie de Coordination,Institution/314282,fra,EUR,government,314282.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
Bose Institute,3235,1.0,1.0,https://api.elsevier.com/metrics/institution/207013,application/json,Bose Institute,Institution/207013,ind,APAC,academic,207013.0,India,1.0,1.0,1.0,1.0,1.0,,,,,
Universite du Quebec a Rimouski,3236,1.0,1.0,https://api.elsevier.com/metrics/institution/501032,application/json,Universite du Quebec a Rimouski,Institution/501032,can,NAM,academic,501032.0,Canada,1.0,1.0,1.0,1.0,1.0,,,,,
Universidade Federal do Piaui,3237,1.0,1.0,https://api.elsevier.com/metrics/institution/602092,application/json,Universidade Federal do Piaui,Institution/602092,bra,SAM,academic,602092.0,Brazil,1.0,1.0,1.0,1.0,1.0,,,,,
Suzhou University of Science and Technology,3238,1.0,1.0,https://api.elsevier.com/metrics/institution/203440,application/json,Suzhou University of Science and Technology,Institution/203440,chn,APAC,academic,203440.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Shenyang University,3239,1.0,1.0,https://api.elsevier.com/metrics/institution/203430,application/json,Shenyang University,Institution/203430,chn,APAC,academic,203430.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Mathematical Institute SANU,3240,1.0,1.0,https://api.elsevier.com/metrics/institution/704760,application/json,Mathematical Institute SANU,Institution/704760,srb,EUR,academic,704760.0,Serbia,1.0,1.0,1.0,1.0,1.0,,,,,
International Monetary Fund,3241,1.0,1.0,https://api.elsevier.com/metrics/institution/508536,application/json,International Monetary Fund,Institution/508536,usa,NAM,government,508536.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Xinxiang Medical College,3242,1.0,1.0,https://api.elsevier.com/metrics/institution/203452,application/json,Xinxiang Medical College,Institution/203452,chn,APAC,academic,203452.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Universidade Catolica Portuguesa,3243,1.0,1.0,https://api.elsevier.com/metrics/institution/328013,application/json,Universidade Catolica Portuguesa,Institution/328013,prt,EUR,academic,328013.0,Portugal,1.0,1.0,1.0,1.0,1.0,,,,,
Maasstad Ziekenhuis MCH ? Bronovo,3244,1.0,1.0,https://api.elsevier.com/metrics/institution/704603,application/json,Maasstad Ziekenhuis MCH ? Bronovo,Institution/704603,nld,EUR,medical,704603.0,Netherlands,1.0,1.0,1.0,1.0,1.0,,,,,
"Petroleum University of Technology, Tehran",3245,1.0,1.0,https://api.elsevier.com/metrics/institution/704932,application/json,"Petroleum University of Technology, Tehran",Institution/704932,irn,MEA,academic,704932.0,Iran,1.0,1.0,1.0,1.0,1.0,,,,,
"University of Tennessee, Chattanooga",3246,1.0,1.0,https://api.elsevier.com/metrics/institution/508800,application/json,"University of Tennessee, Chattanooga",Institution/508800,usa,NAM,academic,508800.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
University of Colombo,3247,1.0,1.0,https://api.elsevier.com/metrics/institution/210002,application/json,University of Colombo,Institution/210002,lka,APAC,academic,210002.0,Sri Lanka,1.0,1.0,1.0,1.0,1.0,,,,,
University of Sharjah,3248,1.0,1.0,https://api.elsevier.com/metrics/institution/401003,application/json,University of Sharjah,Institution/401003,are,MEA,academic,401003.0,United Arab Emirates,1.0,1.0,1.0,1.0,1.0,,,,,
Mustafa Kemal University,3249,1.0,1.0,https://api.elsevier.com/metrics/institution/410041,application/json,Mustafa Kemal University,Institution/410041,tur,MEA,academic,410041.0,Turkey,1.0,1.0,1.0,1.0,1.0,,,,,
Sydney Hospital and Sydney Eye Hospital,3250,1.0,1.0,https://api.elsevier.com/metrics/institution/704510,application/json,Sydney Hospital and Sydney Eye Hospital,Institution/704510,aus,APAC,medical,704510.0,Australia,1.0,1.0,1.0,1.0,1.0,,,,,
Kharkov National University,3251,1.0,1.0,https://api.elsevier.com/metrics/institution/335003,application/json,Kharkov National University,Institution/335003,ukr,EUR,academic,335003.0,Ukraine,1.0,1.0,1.0,1.0,1.0,,,,,
Universidade Federal do Maranhao,3252,1.0,1.0,https://api.elsevier.com/metrics/institution/602091,application/json,Universidade Federal do Maranhao,Institution/602091,bra,SAM,academic,602091.0,Brazil,1.0,1.0,1.0,1.0,1.0,,,,,
"Vertex Pharmaceuticals, Inc.",3253,1.0,1.0,https://api.elsevier.com/metrics/institution/704327,application/json,"Vertex Pharmaceuticals, Inc.",Institution/704327,usa,NAM,corporate,704327.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Hopital d'Instruction des Armees Begin,3254,1.0,1.0,https://api.elsevier.com/metrics/institution/704585,application/json,Hopital d'Instruction des Armees Begin,Institution/704585,fra,EUR,medical,704585.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
"Center for International Forestry Research, West Java",3255,1.0,1.0,https://api.elsevier.com/metrics/institution/701293,application/json,"Center for International Forestry Research, West Java",Institution/701293,idn,APAC,government,701293.0,Indonesia,1.0,1.0,1.0,1.0,1.0,,,,,
Universidade Estadual do Norte Fluminense,3256,1.0,1.0,https://api.elsevier.com/metrics/institution/602017,application/json,Universidade Estadual do Norte Fluminense,Institution/602017,bra,SAM,academic,602017.0,Brazil,1.0,1.0,1.0,1.0,1.0,,,,,
The British University in Egypt,3257,1.0,1.0,https://api.elsevier.com/metrics/institution/702047,application/json,The British University in Egypt,Institution/702047,egy,AFR,academic,702047.0,Egypt,1.0,1.0,1.0,1.0,1.0,,,,,
Yeditepe University,3258,1.0,1.0,https://api.elsevier.com/metrics/institution/410053,application/json,Yeditepe University,Institution/410053,tur,MEA,academic,410053.0,Turkey,1.0,1.0,1.0,1.0,1.0,,,,,
Institute of Food Research,3259,1.0,1.0,https://api.elsevier.com/metrics/institution/315023,application/json,Institute of Food Research,Institution/315023,gbr,EUR,government,315023.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
M.S. University of Baroda,3260,1.0,1.0,https://api.elsevier.com/metrics/institution/207048,application/json,M.S. University of Baroda,Institution/207048,ind,APAC,academic,207048.0,India,1.0,1.0,1.0,1.0,1.0,,,,,
Lahore University of Management Sciences (LUMS),3261,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
E.ON,3262,1.0,1.0,https://api.elsevier.com/metrics/institution/704410,application/json,E.ON,Institution/704410,deu,EUR,corporate,704410.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Roche Diagnostics GmbH,3263,1.0,1.0,https://api.elsevier.com/metrics/institution/309201,application/json,Roche Diagnostics GmbH,Institution/309201,deu,EUR,corporate,309201.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Zhejiang Chinese Medical University,3264,1.0,1.0,https://api.elsevier.com/metrics/institution/704645,application/json,Zhejiang Chinese Medical University,Institution/704645,chn,APAC,academic,704645.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Meir Hospital Sapir Medical Center,3265,1.0,1.0,https://api.elsevier.com/metrics/institution/403019,application/json,Meir Hospital Sapir Medical Center,Institution/403019,isr,MEA,medical,403019.0,Israel,1.0,1.0,1.0,1.0,1.0,,,,,
Corvinus University of Budapest,3266,1.0,1.0,https://api.elsevier.com/metrics/institution/318009,application/json,Corvinus University of Budapest,Institution/318009,hun,EUR,academic,318009.0,Hungary,1.0,1.0,1.0,1.0,1.0,,,,,
Universidade de Pernambuco,3267,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Sydney Children's Hospital,3268,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Spaulding Rehabilitation Hospital,3269,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Instituto Dante Pazzanese de Cardiologia,3270,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Chinese Academy of Tropical Agricultural Sciences,3271,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Indian Institute of Technology Gandhinagar,3272,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Ospedale Bellaria,3274,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Swedish Defence Research Agency,3275,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Zhengzhoug University of Light Industry,3276,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Institute of Physical Chemistry of the Polish Academy of Sciences,3277,1.0,1.0,https://api.elsevier.com/metrics/institution/703312,application/json,Institute of Physical Chemistry of the Polish Academy of Sciences,Institution/703312,pol,EUR,academic,703312.0,Poland,1.0,1.0,1.0,1.0,1.0,,,,,
Centre for International Climate and Environmental Research (CICERO),3278,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Institute of Vertebrate Paleontology and Paleoanthropology Chinese Academy of Sciences,3279,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
BI Norwegian Business School,3281,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
University of Western Macedonia,3283,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Institute of Electronics Chinese Academy of Sciences,3284,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
General Hospital,3285,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Toyota Technological Institute,3286,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Chongqing Normal University,3287,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Korea Electrotechnology Research Institute,3288,,-1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Andhra University,3289,1.0,1.0,https://api.elsevier.com/metrics/institution/207003,application/json,Andhra University,Institution/207003,ind,APAC,academic,207003.0,India,1.0,1.0,1.0,1.0,1.0,,,,,
L.V. Prasad Eye Institute India,3290,1.0,1.0,https://api.elsevier.com/metrics/institution/207125,application/json,L.V. Prasad Eye Institute India,Institution/207125,ind,APAC,medical,207125.0,India,1.0,1.0,1.0,1.0,1.0,,,,,
University of the Pacific,3291,1.0,1.0,https://api.elsevier.com/metrics/institution/508352,application/json,University of the Pacific,Institution/508352,usa,NAM,academic,508352.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Taiyuan University of Science and Technology,3292,1.0,1.0,https://api.elsevier.com/metrics/institution/703998,application/json,Taiyuan University of Science and Technology,Institution/703998,chn,APAC,academic,703998.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Hung Kuang University Taiwan,3293,1.0,1.0,https://api.elsevier.com/metrics/institution/217016,application/json,Hung Kuang University Taiwan,Institution/217016,twn,APAC,academic,217016.0,Taiwan,1.0,1.0,1.0,1.0,1.0,,,,,
Portland VA Medical Center,3294,1.0,1.0,https://api.elsevier.com/metrics/institution/508642,application/json,Portland VA Medical Center,Institution/508642,usa,NAM,medical,508642.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
National Institute of Health Sciences Tokyo,3295,1.0,1.0,https://api.elsevier.com/metrics/institution/208107,application/json,National Institute of Health Sciences Tokyo,Institution/208107,jpn,APAC,government,208107.0,Japan,1.0,1.0,1.0,1.0,1.0,,,,,
Zhejiang Academy of Agricultural Sciences,3296,1.0,1.0,https://api.elsevier.com/metrics/institution/704889,application/json,Zhejiang Academy of Agricultural Sciences,Institution/704889,chn,APAC,academic,704889.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Universite d'Artois,3297,1.0,1.0,https://api.elsevier.com/metrics/institution/314305,application/json,Universite d'Artois,Institution/314305,fra,EUR,academic,314305.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
RAS - Joint Institute for High Temperatures Research,3298,1.0,1.0,https://api.elsevier.com/metrics/institution/331073,application/json,RAS - Joint Institute for High Temperatures Research,Institution/331073,rus,EUR,academic,331073.0,Russian Federation,1.0,1.0,1.0,1.0,1.0,,,,,
Tokyo Metropolitan Institute of Gerontology,3299,1.0,1.0,https://api.elsevier.com/metrics/institution/208157,application/json,Tokyo Metropolitan Institute of Gerontology,Institution/208157,jpn,APAC,government,208157.0,Japan,1.0,1.0,1.0,1.0,1.0,,,,,
University College of Boras,3300,1.0,1.0,https://api.elsevier.com/metrics/institution/332032,application/json,University College of Boras,Institution/332032,swe,EUR,academic,332032.0,Sweden,1.0,1.0,1.0,1.0,1.0,,,,,
Royal Devon and Exeter Hospital,3301,1.0,1.0,https://api.elsevier.com/metrics/institution/701564,application/json,Royal Devon and Exeter Hospital,Institution/701564,gbr,EUR,medical,701564.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
Hydro-Quebec,3302,1.0,1.0,https://api.elsevier.com/metrics/institution/501083,application/json,Hydro-Quebec,Institution/501083,can,NAM,corporate,501083.0,Canada,1.0,1.0,1.0,1.0,1.0,,,,,
Sophia University,3303,1.0,1.0,https://api.elsevier.com/metrics/institution/208142,application/json,Sophia University,Institution/208142,jpn,APAC,academic,208142.0,Japan,1.0,1.0,1.0,1.0,1.0,,,,,
Max-Planck-Institut fur Herz- und Lungenforschung,3304,1.0,1.0,https://api.elsevier.com/metrics/institution/700923,application/json,Max-Planck-Institut fur Herz- und Lungenforschung,Institution/700923,deu,EUR,academic,700923.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Shahrood University of Technology,3305,1.0,1.0,https://api.elsevier.com/metrics/institution/704945,application/json,Shahrood University of Technology,Institution/704945,irn,MEA,academic,704945.0,Iran,1.0,1.0,1.0,1.0,1.0,,,,,
Southwestern University of Finance and Economics,3306,1.0,1.0,https://api.elsevier.com/metrics/institution/703057,application/json,Southwestern University of Finance and Economics,Institution/703057,chn,APAC,academic,703057.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Grand Valley State University,3307,1.0,1.0,https://api.elsevier.com/metrics/institution/508075,application/json,Grand Valley State University,Institution/508075,usa,NAM,academic,508075.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
"Istituto Dermopatico Dell'immacolata, Rome",3308,1.0,1.0,https://api.elsevier.com/metrics/institution/321110,application/json,"Istituto Dermopatico Dell'immacolata, Rome",Institution/321110,ita,EUR,medical,321110.0,Italy,1.0,1.0,1.0,1.0,1.0,,,,,
Naval Medical Center San Diego,3309,1.0,1.0,https://api.elsevier.com/metrics/institution/508604,application/json,Naval Medical Center San Diego,Institution/508604,usa,NAM,medical,508604.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Institut des Materiaux Jean Rouxel,3310,1.0,1.0,https://api.elsevier.com/metrics/institution/314265,application/json,Institut des Materiaux Jean Rouxel,Institution/314265,fra,EUR,government,314265.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
Long Island University,3311,1.0,1.0,https://api.elsevier.com/metrics/institution/508103,application/json,Long Island University,Institution/508103,usa,NAM,academic,508103.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
China National Offshore Oil Corp,3312,1.0,1.0,https://api.elsevier.com/metrics/institution/704272,application/json,China National Offshore Oil Corp,Institution/704272,chn,APAC,corporate,704272.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Eastern Mediterranean University,3313,1.0,1.0,https://api.elsevier.com/metrics/institution/410064,application/json,Eastern Mediterranean University,Institution/410064,tur,MEA,academic,410064.0,Turkey,1.0,1.0,1.0,1.0,1.0,,,,,
Toyota Motor,3314,1.0,1.0,https://api.elsevier.com/metrics/institution/208345,application/json,Toyota Motor,Institution/208345,jpn,APAC,corporate,208345.0,Japan,1.0,1.0,1.0,1.0,1.0,,,,,
NXP Semiconductors,3315,1.0,1.0,https://api.elsevier.com/metrics/institution/325048,application/json,NXP Semiconductors,Institution/325048,nld,EUR,corporate,325048.0,Netherlands,1.0,1.0,1.0,1.0,1.0,,,,,
Morriston Hospital,3316,1.0,1.0,https://api.elsevier.com/metrics/institution/704598,application/json,Morriston Hospital,Institution/704598,gbr,EUR,medical,704598.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
Furukawa Electric,3317,1.0,1.0,https://api.elsevier.com/metrics/institution/208211,application/json,Furukawa Electric,Institution/208211,jpn,APAC,corporate,208211.0,Japan,1.0,1.0,1.0,1.0,1.0,,,,,
Spectrum Health,3318,1.0,1.0,https://api.elsevier.com/metrics/institution/704566,application/json,Spectrum Health,Institution/704566,usa,NAM,medical,704566.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Lebanese American University,3319,1.0,1.0,https://api.elsevier.com/metrics/institution/407003,application/json,Lebanese American University,Institution/407003,lbn,MEA,academic,407003.0,Lebanon,1.0,1.0,1.0,1.0,1.0,,,,,
Malek Ashtar University of Technology,3320,1.0,1.0,https://api.elsevier.com/metrics/institution/404037,application/json,Malek Ashtar University of Technology,Institution/404037,irn,MEA,academic,404037.0,Iran,1.0,1.0,1.0,1.0,1.0,,,,,
Osservatorio Astronomico di Capodimonte,3321,1.0,1.0,https://api.elsevier.com/metrics/institution/321137,application/json,Osservatorio Astronomico di Capodimonte,Institution/321137,ita,EUR,government,321137.0,Italy,1.0,1.0,1.0,1.0,1.0,,,,,
National United University Taiwan,3322,1.0,1.0,https://api.elsevier.com/metrics/institution/217048,application/json,National United University Taiwan,Institution/217048,twn,APAC,academic,217048.0,Taiwan,1.0,1.0,1.0,1.0,1.0,,,,,
Weierstrass Institute for Applied Analysis and Stochastics,3323,1.0,1.0,https://api.elsevier.com/metrics/institution/309215,application/json,Weierstrass Institute for Applied Analysis and Stochastics,Institution/309215,deu,EUR,government,309215.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Procter and Gamble,3324,1.0,1.0,https://api.elsevier.com/metrics/institution/508644,application/json,Procter and Gamble,Institution/508644,usa,NAM,corporate,508644.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Chapel Allerton Hospital,3325,1.0,1.0,https://api.elsevier.com/metrics/institution/701614,application/json,Chapel Allerton Hospital,Institution/701614,gbr,EUR,medical,701614.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
Schneider Childrens Medical Center Israel,3326,1.0,1.0,https://api.elsevier.com/metrics/institution/403024,application/json,Schneider Childrens Medical Center Israel,Institution/403024,isr,MEA,medical,403024.0,Israel,1.0,1.0,1.0,1.0,1.0,,,,,
Ludong University,3327,1.0,1.0,https://api.elsevier.com/metrics/institution/203386,application/json,Ludong University,Institution/203386,chn,APAC,academic,203386.0,China,1.0,1.0,1.0,1.0,1.0,,,,,
Ton Duc Thang University,3328,1.0,1.0,https://api.elsevier.com/metrics/institution/703216,application/json,Ton Duc Thang University,Institution/703216,vnm,APAC,academic,703216.0,Viet Nam,1.0,1.0,1.0,1.0,1.0,,,,,
Golestan University of Medical Sciences,3329,1.0,1.0,https://api.elsevier.com/metrics/institution/704950,application/json,Golestan University of Medical Sciences,Institution/704950,irn,MEA,academic,704950.0,Iran,1.0,1.0,1.0,1.0,1.0,,,,,
Minnesota Department of Health,3330,1.0,1.0,https://api.elsevier.com/metrics/institution/508578,application/json,Minnesota Department of Health,Institution/508578,usa,NAM,government,508578.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
National Formosa University,3331,1.0,1.0,https://api.elsevier.com/metrics/institution/217034,application/json,National Formosa University,Institution/217034,twn,APAC,academic,217034.0,Taiwan,1.0,1.0,1.0,1.0,1.0,,,,,
ParisTech,3332,1.0,1.0,https://api.elsevier.com/metrics/institution/701303,application/json,ParisTech,Institution/701303,fra,EUR,academic,701303.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
Universite Cheikh Anta Diop,3333,1.0,1.0,https://api.elsevier.com/metrics/institution/112001,application/json,Universite Cheikh Anta Diop,Institution/112001,sen,AFR,academic,112001.0,Senegal,1.0,1.0,1.0,1.0,1.0,,,,,
Zonguldak Karaelmas University,3334,1.0,1.0,https://api.elsevier.com/metrics/institution/410056,application/json,Zonguldak Karaelmas University,Institution/410056,tur,MEA,academic,410056.0,Turkey,1.0,1.0,1.0,1.0,1.0,,,,,
Cooperative Research Centres Australia,3335,1.0,1.0,https://api.elsevier.com/metrics/institution/704687,application/json,Cooperative Research Centres Australia,Institution/704687,aus,APAC,academic,704687.0,Australia,1.0,1.0,1.0,1.0,1.0,,,,,
University of Baltimore,3336,1.0,1.0,https://api.elsevier.com/metrics/institution/704963,application/json,University of Baltimore,Institution/704963,usa,NAM,academic,704963.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
Regenstrief Institute Inc,3337,1.0,1.0,https://api.elsevier.com/metrics/institution/508652,application/json,Regenstrief Institute Inc,Institution/508652,usa,NAM,corporate,508652.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
University of Kurdistan,3338,1.0,1.0,https://api.elsevier.com/metrics/institution/404047,application/json,University of Kurdistan,Institution/404047,irn,MEA,academic,404047.0,Iran,1.0,1.0,1.0,1.0,1.0,,,,,
LORIA,3339,1.0,1.0,https://api.elsevier.com/metrics/institution/314286,application/json,LORIA,Institution/314286,fra,EUR,other,314286.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
Hospital Universitario San Cecilio,3340,1.0,1.0,https://api.elsevier.com/metrics/institution/312121,application/json,Hospital Universitario San Cecilio,Institution/312121,esp,EUR,medical,312121.0,Spain,1.0,1.0,1.0,1.0,1.0,,,,,
National Taipei University,3341,1.0,1.0,https://api.elsevier.com/metrics/institution/217041,application/json,National Taipei University,Institution/217041,twn,APAC,academic,217041.0,Taiwan,1.0,1.0,1.0,1.0,1.0,,,,,
"Leibniz Institute for Tropospheric Research (TROPOS), Leipzig",3342,1.0,1.0,https://api.elsevier.com/metrics/institution/309169,application/json,"Leibniz Institute for Tropospheric Research (TROPOS), Leipzig",Institution/309169,deu,EUR,government,309169.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Adnan Menderes University,3343,1.0,1.0,https://api.elsevier.com/metrics/institution/410002,application/json,Adnan Menderes University,Institution/410002,tur,MEA,academic,410002.0,Turkey,1.0,1.0,1.0,1.0,1.0,,,,,
Halmstad University,3344,1.0,1.0,https://api.elsevier.com/metrics/institution/332024,application/json,Halmstad University,Institution/332024,swe,EUR,academic,332024.0,Sweden,1.0,1.0,1.0,1.0,1.0,,,,,
University of Brunei Darussalam,3345,1.0,1.0,https://api.elsevier.com/metrics/institution/700341,application/json,University of Brunei Darussalam,Institution/700341,brn,APAC,academic,700341.0,Brunei Darussalam,1.0,1.0,1.0,1.0,1.0,,,,,
Birmingham City University,3346,1.0,1.0,https://api.elsevier.com/metrics/institution/700581,application/json,Birmingham City University,Institution/700581,gbr,EUR,academic,700581.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
Max Planck Institute of Immunobiology,3347,1.0,1.0,https://api.elsevier.com/metrics/institution/700915,application/json,Max Planck Institute of Immunobiology,Institution/700915,deu,EUR,academic,700915.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Hopital Louis Pradel,3348,1.0,1.0,https://api.elsevier.com/metrics/institution/314214,application/json,Hopital Louis Pradel,Institution/314214,fra,EUR,medical,314214.0,France,1.0,1.0,1.0,1.0,1.0,,,,,
BBN Technologies,3349,1.0,1.0,https://api.elsevier.com/metrics/institution/508416,application/json,BBN Technologies,Institution/508416,usa,NAM,corporate,508416.0,United States,1.0,1.0,1.0,1.0,1.0,,,,,
RAS - A. N. Nesmeyanov Institute of Organoelement Compounds,3350,1.0,1.0,https://api.elsevier.com/metrics/institution/331047,application/json,RAS - A. N. Nesmeyanov Institute of Organoelement Compounds,Institution/331047,rus,EUR,academic,331047.0,Russian Federation,1.0,1.0,1.0,1.0,1.0,,,,,
Max-Planck-Institut fur Bioanorganische Chemie,3351,1.0,1.0,https://api.elsevier.com/metrics/institution/700921,application/json,Max-Planck-Institut fur Bioanorganische Chemie,Institution/700921,deu,EUR,academic,700921.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Max Planck Institute for Infection Biology,3352,1.0,1.0,https://api.elsevier.com/metrics/institution/700926,application/json,Max Planck Institute for Infection Biology,Institution/700926,deu,EUR,academic,700926.0,Germany,1.0,1.0,1.0,1.0,1.0,,,,,
Royal United Hospital,3353,1.0,1.0,https://api.elsevier.com/metrics/institution/315199,application/json,Royal United Hospital,Institution/315199,gbr,EUR,medical,315199.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,,,,,
